name,mana_cost,cmc,type_line,power,toughness,colors,color_identity,produced_mana
Overgrowth,{2}{G},3.0,Enchantment — Aura,,,['G'],['G'],['G']
Righteous Aura,{1}{W},2.0,Enchantment,,,['W'],['W'],
Wall of Limbs,{2}{B},3.0,Creature — Zombie Wall,0,3,['B'],['B'],
Mahamoti Djinn,{4}{U}{U},6.0,Creature — Djinn,5,6,['U'],['U'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Ophiomancer,{2}{B},3.0,Creature — Human Shaman,2,2,['B'],['B'],
"Path of Mettle // Metzali, Tower of Triumph",,2.0,Legendary Enchantment // Legendary Land,,,,"['R', 'W']","['B', 'G', 'R', 'U', 'W']"
Gravetiller Wurm,{5}{G},6.0,Creature — Wurm,4,4,['G'],['G'],
Arrogant Wurm,{3}{G}{G},5.0,Creature — Wurm,4,4,['G'],['G'],
Grasslands,,0.0,Land,,,[],[],
Virulent Sliver,{G},1.0,Creature — Sliver,1,1,['G'],['G'],
Phyrexian Debaser,{3}{B},4.0,Creature — Phyrexian Carrier,2,2,['B'],['B'],
Burning Hands,{1}{R},2.0,Instant,,,['R'],['R'],
Evacuation,{3}{U}{U},5.0,Instant,,,['U'],['U'],
Fruit of Tizerus,{B},1.0,Sorcery,,,['B'],['B'],
Edifice of Authority,{3},3.0,Artifact,,,[],[],
Elfhame Palace,,0.0,Land,,,[],"['G', 'W']","['G', 'W']"
Ogre Warrior,{3}{R},4.0,Creature — Ogre Warrior,3,3,['R'],['R'],
Forgotten Cave,,0.0,Land,,,[],['R'],['R']
Initiate's Companion,{1}{G},2.0,Creature — Cat,3,1,['G'],['G'],
Fated Conflagration,{1}{R}{R}{R},4.0,Instant,,,['R'],['R'],
Banshee,{2}{B}{B},4.0,Creature — Spirit,0,1,['B'],['B'],
Frostwind Invoker,{4}{U},5.0,Creature — Merfolk Wizard,3,3,['U'],['U'],
Not Forgotten,{1}{W},2.0,Sorcery,,,['W'],['W'],
Lead the Stampede,{2}{G},3.0,Sorcery,,,['G'],['G'],
Throne of Bone,{1},1.0,Artifact,,,[],[],
Nath's Buffoon,{1}{B},2.0,Creature — Goblin Rogue,1,1,['B'],['B'],
Whirlwind,{2}{G}{G},4.0,Sorcery,,,['G'],['G'],
Imperious Perfect,{2}{G},3.0,Creature — Elf Warrior,2,2,['G'],['G'],
Water Elemental,{3}{U}{U},5.0,Creature — Elemental,5,4,['U'],['U'],
Eager Construct,{2},2.0,Artifact Creature — Construct,2,2,[],[],
Phantom Nantuko,{2}{G},3.0,Creature — Insect Spirit,0,0,['G'],['G'],
Soldier,,0.0,Token Enchantment Creature — Soldier,1,1,['W'],['W'],
Kavu Primarch,{3}{G},4.0,Creature — Kavu,3,3,['G'],['G'],
Dragonkin Berserker,{1}{R},2.0,Creature — Human Berserker,2,2,['R'],['R'],
Take Vengeance,{1}{W},2.0,Sorcery,,,['W'],['W'],
Turn to Slag,{3}{R}{R},5.0,Sorcery,,,['R'],['R'],
Charging Badger,{G},1.0,Creature — Badger,1,1,['G'],['G'],
Pacifism,{1}{W},2.0,Enchantment — Aura,,,['W'],['W'],
Pathbreaker Ibex,{4}{G}{G},6.0,Creature — Goat,3,3,['G'],['G'],
Bog Wraith,{3}{B},4.0,Creature — Wraith,3,3,['B'],['B'],
Wanted Scoundrels,{1}{B},2.0,Creature — Human Pirate,4,3,['B'],['B'],"['B', 'G', 'R', 'U', 'W']"
Durkwood Baloth,{4}{G}{G},6.0,Creature — Beast,5,5,['G'],['G'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
The Mighty Will Fall,,0.0,Scheme,,,[],[],
King's Assassin,{1}{B}{B},3.0,Creature — Human Assassin,1,1,['B'],['B'],
Chainflinger,{3}{R},4.0,Creature — Beast,2,2,['R'],['R'],
Pious Interdiction,{3}{W},4.0,Enchantment — Aura,,,['W'],['W'],
Rift Elemental,{R},1.0,Creature — Elemental,1,1,['R'],['R'],
Glissa Sunseeker,{2}{G}{G},4.0,Legendary Creature — Elf,3,2,['G'],['G'],
Aether Hub,,0.0,Land,,,[],[],"['B', 'C', 'G', 'R', 'U', 'W']"
Prodigal Sorcerer,{2}{U},3.0,Creature — Human Wizard,1,1,['U'],['U'],
Fool's Tome,{4},4.0,Artifact,,,[],[],
Living Lands,{3}{G},4.0,Enchantment,,,['G'],['G'],
Singing Bell Strike,{1}{U},2.0,Enchantment — Aura,,,['U'],['U'],
"Narset, Parter of Veils",{1}{U}{U},3.0,Legendary Planeswalker — Narset,,,['U'],['U'],
Woodland Cemetery,,0.0,Land,,,[],"['B', 'G']","['B', 'G']"
Stunning Reversal,{3}{B},4.0,Instant,,,['B'],['B'],
Copperline Gorge,,0.0,Land,,,[],"['G', 'R']","['G', 'R']"
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Dismal Backwater,,0.0,Land,,,[],"['B', 'U']","['B', 'U']"
Balduvian Rage,{X}{R},1.0,Instant,,,['R'],['R'],
Fireborn Knight,{R/W}{R/W}{R/W}{R/W},4.0,Creature — Human Knight,2,3,"['R', 'W']","['R', 'W']",
Cackling Fiend,{2}{B}{B},4.0,Creature — Zombie,2,1,['B'],['B'],
Circle of Protection: White,{1}{W},2.0,Enchantment,,,['W'],['W'],
Anarchist,{4}{R},5.0,Creature — Human Wizard,2,2,['R'],['R'],
"Djeru, With Eyes Open",{3}{W}{W},5.0,Legendary Creature — Human Warrior,4,3,['W'],['W'],
Faithless Looting,{R},1.0,Sorcery,,,['R'],['R'],
Aeromunculus,{1}{G}{U},3.0,Creature — Homunculus Mutant,2,3,"['G', 'U']","['G', 'U']",
Aven Cloudchaser,{3}{W},4.0,Creature — Bird Soldier,2,2,['W'],['W'],
Healer's Hawk,{W},1.0,Creature — Bird,1,1,['W'],['W'],
Mind Grind,{X}{U}{B},2.0,Sorcery,,,"['B', 'U']","['B', 'U']",
"Hanweir, the Writhing Township",,3.0,Legendary Creature — Eldrazi Ooze,7,4,[],['R'],
Legion's Initiative,{R}{W},2.0,Enchantment,,,"['R', 'W']","['R', 'W']",
Sage-Eye Avengers,{4}{U}{U},6.0,Creature — Djinn Monk,4,5,['U'],['U'],
Ogre,,0.0,Token Creature — Ogre,3,3,['R'],['R'],
Duskhunter Bat,{1}{B},2.0,Creature — Bat,1,1,['B'],['B'],
Strangling Soot,{2}{B},3.0,Instant,,,['B'],"['B', 'R']",
Stinging Scorpion,{4}{B},5.0,Host Creature — Scorpion,3,2,['B'],['B'],
"Skullbriar, the Walking Grave",{B}{G},2.0,Legendary Creature — Zombie Elemental,1,1,"['B', 'G']","['B', 'G']",
"Svogthos, the Restless Tomb",,0.0,Land,,,[],"['B', 'G']",['C']
Release the Dogs,{3}{W},4.0,Sorcery,,,['W'],['W'],
Crypt of Agadeem,,0.0,Land,,,[],['B'],['B']
Two-Headed Giant of Foriys,{4}{R},5.0,Creature — Giant,4,4,['R'],['R'],
Kongming's Contraptions,{3}{W},4.0,Creature — Human Soldier,2,4,['W'],['W'],
Headless Specter // Headless Specter,,0.0,Card // Card,,,,[],
Mage il-Vec,{2}{R},3.0,Creature — Human Wizard,2,2,['R'],['R'],
Pentad Prism,{2},2.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Phyrexian Debaser,{3}{B},4.0,Creature — Phyrexian Carrier,2,2,['B'],['B'],
Street Wraith,{3}{B}{B},5.0,Creature — Wraith,3,4,['B'],['B'],
Feral Shadow,{2}{B},3.0,Creature — Nightstalker,2,1,['B'],['B'],
Overwhelm,{5}{G}{G},7.0,Sorcery,,,['G'],['G'],
Veteran Cavalier,{W}{W},2.0,Creature — Human Knight,2,2,['W'],['W'],
Manticore,{3}{B},4.0,Creature — Manticore,2,1,['B'],['B'],
Go for Blood,{1}{R},2.0,Sorcery,,,['R'],['R'],
Marhault Elsdragon,{3}{R}{R}{G},6.0,Legendary Creature — Elf Warrior,4,6,"['G', 'R']","['G', 'R']",
Sakura-Tribe Elder,{1}{G},2.0,Creature — Snake Shaman,1,1,['G'],['G'],
Scuzzback Marauders,{4}{R/G},5.0,Creature — Goblin Warrior,5,2,"['G', 'R']","['G', 'R']",
Dark Ritual,{B},1.0,Instant,,,['B'],['B'],['B']
"Garruk, Cursed Huntsman",{4}{B}{G},6.0,Legendary Planeswalker — Garruk,,,"['B', 'G']","['B', 'G']",
Oculus,{1}{U},2.0,Creature — Phyrexian Homunculus,1,1,['U'],['U'],
Helm of Chatzuk,{1},1.0,Artifact,,,[],[],
"Sisay, Weatherlight Captain",{2}{W},3.0,Legendary Creature — Human Soldier,2,2,['W'],"['B', 'G', 'R', 'U', 'W']",
"Snapdax, Apex of the Hunt",{1}{R}{W}{B},4.0,Legendary Creature — Dinosaur Cat Nightmare,3,5,"['B', 'R', 'W']","['B', 'R', 'W']",
Treasure Nabber,{2}{R},3.0,Creature — Goblin Rogue,3,2,['R'],['R'],
"Raff Capashen, Ship's Mage",{2}{W}{U},4.0,Legendary Creature — Human Wizard,3,3,"['U', 'W']","['U', 'W']",
Elixir of Immortality,{1},1.0,Artifact,,,[],[],
Rite of Replication,{2}{U}{U},4.0,Sorcery,,,['U'],['U'],
Razor Barrier,{1}{W},2.0,Instant,,,['W'],['W'],
Pedantic Learning,{U}{U},2.0,Enchantment,,,['U'],['U'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Faerie Rogue,,0.0,Token Creature — Faerie Rogue,1,1,['B'],['B'],
Red Elemental Blast,{R},1.0,Instant,,,['R'],['R'],
Spectral Sailor,{U},1.0,Creature — Spirit Pirate,1,1,['U'],['U'],
"Dromoka, the Eternal",{3}{G}{W},5.0,Legendary Creature — Dragon,5,5,"['G', 'W']","['G', 'W']",
Batterskull,{5},5.0,Artifact — Equipment,,,[],[],
Regal Force,{4}{G}{G}{G},7.0,Creature — Elemental,5,5,['G'],['G'],
Alabaster Potion,{X}{W}{W},2.0,Instant,,,['W'],['W'],
Goblin Artillery,{1}{R}{R},3.0,Creature — Goblin Warrior,1,3,['R'],['R'],
Malevolent Whispers,{3}{R},4.0,Sorcery,,,['R'],['R'],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Invading Manticore,{5}{R},6.0,Creature — Zombie Manticore,4,5,['R'],['R'],
Asphodel Wanderer,{B},1.0,Creature — Skeleton Soldier,1,1,['B'],['B'],
Sulfurous Blast,{2}{R}{R},4.0,Instant,,,['R'],['R'],
Flashfires,{3}{R},4.0,Sorcery,,,['R'],['R'],
Story Circle,{1}{W}{W},3.0,Enchantment,,,['W'],['W'],
Puppeteer,{2}{U},3.0,Creature — Human Wizard,1,2,['U'],['U'],
Remove Soul,{1}{U},2.0,Instant,,,['U'],['U'],
Keeper of Fables,{3}{G}{G},5.0,Creature — Cat,4,5,['G'],['G'],
Insect,,0.0,Token Creature — Insect,1,1,['G'],['G'],
Mephitic Vapors,{2}{B},3.0,Sorcery,,,['B'],['B'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Izzet Boilerworks,,0.0,Land,,,[],"['R', 'U']","['R', 'U']"
Psychatog,{1}{U}{B},3.0,Creature — Atog,1,2,"['B', 'U']","['B', 'U']",
Mulldrifter,{4}{U},5.0,Creature — Elemental,2,2,['U'],['U'],
Lifecrafter's Gift,{3}{G},4.0,Instant,,,['G'],['G'],
Saproling Burst,{4}{G},5.0,Enchantment,,,['G'],['G'],
Engineered Might,{3}{G}{W},5.0,Sorcery,,,"['G', 'W']","['G', 'W']",
"Grist, the Hunger Tide // Grist, the Hunger Tide",,0.0,Card // Card,,,,[],
Skyhunter Patrol,{2}{W}{W},4.0,Creature — Cat Knight,2,3,['W'],['W'],
Wonder,{3}{U},4.0,Creature — Incarnation,2,2,['U'],['U'],
"Emrakul, the Aeons Torn",{15},15.0,Legendary Creature — Eldrazi,15,15,[],[],
Cleaver Riot,{4}{R},5.0,Sorcery,,,['R'],['R'],
"Korvold, Fae-Cursed King",{2}{B}{R}{G},5.0,Legendary Creature — Dragon Noble,4,4,"['B', 'G', 'R']","['B', 'G', 'R']",
Baneslayer Angel,{3}{W}{W},5.0,Creature — Angel,5,5,['W'],['W'],
Mortal Obstinacy,{W},1.0,Enchantment — Aura,,,['W'],['W'],
Forsaken City,,0.0,Land,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Esper Sentinel,{W},1.0,Artifact Creature — Human Soldier,1,1,['W'],['W'],
Urza's Chalice,{1},1.0,Artifact,,,[],[],
Barl's Cage,{4},4.0,Artifact,,,[],[],
Ojutai's Summons,{3}{U}{U},5.0,Sorcery,,,['U'],['U'],
Sand Silos,,0.0,Land,,,[],['U'],['U']
Ignoble Soldier,{2}{W},3.0,Creature — Human Soldier,3,1,['W'],['W'],
Maelstrom Pulse,{1}{B}{G},3.0,Sorcery,,,"['B', 'G']","['B', 'G']",
Rock Hydra,{X}{R}{R},2.0,Creature — Hydra,0,0,['R'],['R'],
Innocent Blood,{B},1.0,Sorcery,,,['B'],['B'],
Ravenous Harpy,{2}{B},3.0,Creature — Harpy,1,2,['B'],['B'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Riding the Dilu Horse,{2}{G},3.0,Sorcery,,,['G'],['G'],
Treefolk Umbra,{2}{G},3.0,Enchantment — Aura,,,['G'],['G'],
Stone Rain,{2}{R},3.0,Sorcery,,,['R'],['R'],
Lightning Bolt,{R},1.0,Instant,,,['R'],['R'],
Weakness,{B},1.0,Enchantment — Aura,,,['B'],['B'],
Aether Vial,{1},1.0,Artifact,,,[],[],
"Teysa, Orzhov Scion Avatar",,0.0,Vanguard,,,[],[],
Jeweled Bird,{1},1.0,Artifact,,,[],[],
Trial of Zeal,{2}{R},3.0,Enchantment,,,['R'],['R'],
Mutual Epiphany,,0.0,Phenomenon,,,[],[],
Warrior,,0.0,Token Creature — Warrior,1,1,['W'],['W'],
Keldon Marauders,{1}{R},2.0,Creature — Human Warrior,3,3,['R'],['R'],
Beast of Burden,{6},6.0,Artifact Creature — Golem,*,*,[],[],
Lightning Bolt,{R},1.0,Instant,,,['R'],['R'],
Opal Palace,,0.0,Land,,,[],[],"['B', 'C', 'G', 'R', 'U', 'W']"
Fear,{B}{B},2.0,Enchantment — Aura,,,['B'],['B'],
Griffin Sentinel,{2}{W},3.0,Creature — Griffin,1,3,['W'],['W'],
The Akroan War,{3}{R},4.0,Enchantment — Saga,,,['R'],['R'],
"Kaya, Ghost Assassin",{2}{W}{B},4.0,Legendary Planeswalker — Kaya,,,"['B', 'W']","['B', 'W']",
Fiendslayer Paladin,{1}{W}{W},3.0,Creature — Human Knight,2,2,['W'],['W'],
Fortifying Draught,{G},1.0,Instant,,,['G'],['G'],
Blue Sun's Zenith,{X}{U}{U}{U},3.0,Instant,,,['U'],['U'],
Dungrove Elder,{2}{G},3.0,Creature — Treefolk,*,*,['G'],['G'],
"Ral, Storm Conduit",{2}{U}{R},4.0,Legendary Planeswalker — Ral,,,"['R', 'U']","['R', 'U']",
Creature Bond,{1}{U},2.0,Enchantment — Aura,,,['U'],['U'],
Djinn Illuminatus,{5}{U/R}{U/R},7.0,Creature — Djinn,3,5,"['R', 'U']","['R', 'U']",
Paired Tactician,{2}{W},3.0,Creature — Human Warrior,3,2,['W'],['W'],
Repeal,{X}{U},1.0,Instant,,,['U'],['U'],
Desert of the Fervent,,0.0,Land — Desert,,,[],['R'],['R']
Mystic Repeal,{G},1.0,Instant,,,['G'],['G'],
Infuriate,{R},1.0,Instant,,,['R'],['R'],
The Cinematic Phoenix,{3}{B}{R},5.0,Legendary Creature — Phoenix,4,4,"['B', 'R']","['B', 'R']",
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Cruel Bargain,{B}{B}{B},3.0,Sorcery,,,['B'],['B'],
Viridian Shaman,{2}{G},3.0,Creature — Elf Shaman,2,2,['G'],['G'],
Armadillo Cloak,{1}{G}{W},3.0,Enchantment — Aura,,,"['G', 'W']","['G', 'W']",
Emergent Sequence // Emergent Sequence,,0.0,Card // Card,,,,[],
Merfolk of the Pearl Trident,{U},1.0,Creature — Merfolk,1,1,['U'],['U'],
Hinder,{1}{U}{U},3.0,Instant,,,['U'],['U'],
Mind Stone,{2},2.0,Artifact,,,[],[],['C']
Sunscape Battlemage,{2}{W},3.0,Creature — Human Wizard,2,2,['W'],"['G', 'U', 'W']",
Psychic Rebuttal,{1}{U},2.0,Instant,,,['U'],['U'],
Courage in Crisis,{2}{G},3.0,Sorcery,,,['G'],['G'],
Untethered Express,{4},4.0,Artifact — Vehicle,4,4,[],[],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Djinni Windseer,{3}{U},4.0,Creature — Djinn,3,3,['U'],['U'],
Sharuum the Hegemon,{3}{W}{U}{B},6.0,Legendary Artifact Creature — Sphinx,5,5,"['B', 'U', 'W']","['B', 'U', 'W']",
Adult Gold Dragon,{3}{R}{W},5.0,Creature — Dragon,4,3,"['R', 'W']","['R', 'W']",
Callous Bloodmage,{2}{B},3.0,Creature — Vampire Warlock,2,1,['B'],['B'],
Deliver Unto Evil,{2}{B},3.0,Sorcery,,,['B'],['B'],
Crowd of Cinders,{3}{B},4.0,Creature — Elemental,*,*,['B'],['B'],
Solemn Offering,{2}{W},3.0,Sorcery,,,['W'],['W'],
Scrabbling Claws,{1},1.0,Artifact,,,[],[],
Wheel of Fortune,{2}{R},3.0,Sorcery,,,['R'],['R'],
Divine Gambit,{W}{W},2.0,Sorcery,,,['W'],['W'],
Nevermore,{1}{W}{W},3.0,Enchantment,,,['W'],['W'],
Cobra Trap,{4}{G}{G},6.0,Instant — Trap,,,['G'],['G'],
Stone Giant,{2}{R}{R},4.0,Creature — Giant,3,4,['R'],['R'],
Guilty Conscience,{W},1.0,Enchantment — Aura,,,['W'],['W'],
Winds of Rath,{3}{W}{W},5.0,Sorcery,,,['W'],['W'],
Doom Blade,{1}{B},2.0,Instant,,,['B'],['B'],
Scourge of the Skyclaves,{1}{B},2.0,Creature — Demon,*,*,['B'],['B'],
Magma Spray,{R},1.0,Instant,,,['R'],['R'],
Test of Faith,{1}{W},2.0,Instant,,,['W'],['W'],
Rakdos Carnarium,,0.0,Land,,,[],"['B', 'R']","['B', 'R']"
Siege Dragon,{5}{R}{R},7.0,Creature — Dragon,5,5,['R'],['R'],
Archive Trap,{3}{U}{U},5.0,Instant — Trap,,,['U'],['U'],
Evolving Wilds,,0.0,Land,,,[],[],
Kilnmouth Dragon,{5}{R}{R},7.0,Creature — Dragon,5,5,['R'],['R'],
Clifftop Retreat,,0.0,Land,,,[],"['R', 'W']","['R', 'W']"
"Krav, the Unredeemed",{4}{B},5.0,Legendary Creature — Demon,3,3,['B'],['B'],
One Dozen Eyes,{5}{G},6.0,Sorcery,,,['G'],['G'],
Gempalm Sorcerer,{2}{U},3.0,Creature — Human Wizard,2,2,['U'],['U'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Engineered Explosives,{X},0.0,Artifact,,,[],[],
Karplusan Giant,{6}{R},7.0,Creature — Giant,3,3,['R'],['R'],
Cowardice,{3}{U}{U},5.0,Enchantment,,,['U'],['U'],
Flight,{U},1.0,Enchantment — Aura,,,['U'],['U'],
Charming Prince,{1}{W},2.0,Creature — Human Noble,2,2,['W'],['W'],
Kindred Charge,{4}{R}{R},6.0,Sorcery,,,['R'],['R'],
Shinen of Flight's Wings,{4}{U},5.0,Creature — Spirit,3,3,['U'],['U'],
Long-Forgotten Gohei,{3},3.0,Artifact,,,[],[],
Vendetta,{B},1.0,Instant,,,['B'],['B'],
Glorybringer,{3}{R}{R},5.0,Creature — Dragon,4,4,['R'],['R'],
Hellkite Tyrant,{4}{R}{R},6.0,Creature — Dragon,6,5,['R'],['R'],
Savannah Lions,{W},1.0,Creature — Cat,2,1,['W'],['W'],
Knight,,0.0,Token Creature — Knight,2,2,['W'],['W'],
"Ojutai, Soul of Winter",{5}{W}{U},7.0,Legendary Creature — Dragon,5,6,"['U', 'W']","['U', 'W']",
Distant Melody,{3}{U},4.0,Sorcery,,,['U'],['U'],
Swarm of Rats,{1}{B},2.0,Creature — Rat,*,1,['B'],['B'],
Grasp of Fate,{1}{W}{W},3.0,Enchantment,,,['W'],['W'],
Commune with the Gods,{1}{G},2.0,Sorcery,,,['G'],['G'],
Hinterland Drake,{2}{U},3.0,Creature — Drake,2,3,['U'],['U'],
Cloudfin Raptor,{U},1.0,Creature — Bird Mutant,0,1,['U'],['U'],
Grand Abolisher,{W}{W},2.0,Creature — Human Cleric,2,2,['W'],['W'],
Defiant Khenra,{1}{R},2.0,Creature — Jackal Warrior,2,2,['R'],['R'],
Repeated Reverberation,{2}{R}{R},4.0,Instant,,,['R'],['R'],
Fertilid,{2}{G},3.0,Creature — Elemental,0,0,['G'],['G'],
Ghitu Slinger,{2}{R},3.0,Creature — Human Nomad,2,2,['R'],['R'],
Jump,{U},1.0,Instant,,,['U'],['U'],
Gaea's Might,{G},1.0,Instant,,,['G'],['G'],
Skyblade of the Legion,{1}{W},2.0,Creature — Vampire Soldier,1,3,['W'],['W'],
Phyrexian Furnace,{1},1.0,Artifact,,,[],[],
Emerald Medallion,{2},2.0,Artifact,,,[],[],
Pacifism,{1}{W},2.0,Enchantment — Aura,,,['W'],['W'],
Howl from Beyond,{X}{B},1.0,Instant,,,['B'],['B'],
Goldmane Griffin,{3}{W}{W},5.0,Creature — Griffin,3,2,['W'],['W'],
Goblin Fire Fiend,{3}{R},4.0,Creature — Goblin Berserker,1,1,['R'],['R'],
Watery Grave,,0.0,Land — Island Swamp,,,[],"['B', 'U']","['B', 'U']"
Madcap Skills,{1}{R},2.0,Enchantment — Aura,,,['R'],['R'],
Dehydration,{3}{U},4.0,Enchantment — Aura,,,['U'],['U'],
Amoeboid Changeling,{1}{U},2.0,Creature — Shapeshifter,1,1,['U'],['U'],
Oath of Teferi,{3}{W}{U},5.0,Legendary Enchantment,,,"['U', 'W']","['U', 'W']",
Zendikar Resurgent,{5}{G}{G},7.0,Enchantment,,,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Sailor of Means,{2}{U},3.0,Creature — Human Pirate,1,4,['U'],['U'],"['B', 'G', 'R', 'U', 'W']"
Tom van de Logt Bio (2001),,0.0,Card,,,[],[],
Fiery Intervention,{4}{R},5.0,Sorcery,,,['R'],['R'],
"Agadeem's Awakening // Agadeem, the Undercrypt",,3.0,Sorcery // Land,,,,['B'],['B']
Contaminated Bond,{1}{B},2.0,Enchantment — Aura,,,['B'],['B'],
Valorous Charge,{1}{W}{W},3.0,Sorcery,,,['W'],['W'],
Lone Wolf,{2}{G},3.0,Creature — Wolf,2,2,['G'],['G'],
Aethermage's Touch,{2}{W}{U},4.0,Instant,,,"['U', 'W']","['U', 'W']",
Decree of Justice,{X}{X}{2}{W}{W},4.0,Sorcery,,,['W'],['W'],
Tidewater Minion,{3}{U}{U},5.0,Creature — Elemental Minion,4,4,['U'],['U'],
"Aegar, the Freezing Flame",{1}{U}{R},3.0,Legendary Creature — Giant Wizard,3,3,"['R', 'U']","['R', 'U']",
Zhur-Taa Druid,{R}{G},2.0,Creature — Human Druid,1,1,"['G', 'R']","['G', 'R']",['G']
Fallen Angel,{3}{B}{B},5.0,Creature — Angel,3,3,['B'],['B'],
Esper Charm,{W}{U}{B},3.0,Instant,,,"['B', 'U', 'W']","['B', 'U', 'W']",
Cursed Scroll,{1},1.0,Artifact,,,[],[],
Razortooth Rats,{2}{B},3.0,Creature — Rat,2,1,['B'],['B'],
Creature Bond,{1}{U},2.0,Enchantment — Aura,,,['U'],['U'],
Righteousness,{W},1.0,Instant,,,['W'],['W'],
Resounding Thunder,{2}{R},3.0,Instant,,,['R'],"['B', 'G', 'R']",
Urza's Filter,{4},4.0,Artifact,,,[],[],
Flowstone Hellion,{4}{R},5.0,Creature — Hellion Beast,3,3,['R'],['R'],
Okiba-Gang Shinobi,{3}{B}{B},5.0,Creature — Rat Ninja,3,2,['B'],['B'],
Sunblast Angel,{4}{W}{W},6.0,Creature — Angel,4,5,['W'],['W'],
Briar Shield,{G},1.0,Enchantment — Aura,,,['G'],['G'],
Brine Giant,{6}{U},7.0,Creature — Giant,5,6,['U'],['U'],
Saproling Cluster,{1}{G},2.0,Enchantment,,,['G'],['G'],
Tomb Robber,{2}{B},3.0,Creature — Human Pirate,1,1,['B'],['B'],
Llanowar Elves,{G},1.0,Creature — Elf Druid,1,1,['G'],['G'],['G']
Scabland,,0.0,Land,,,[],"['R', 'W']","['C', 'R', 'W']"
Dread Statuary,,0.0,Land,,,[],[],['C']
Surreal Memoir,{3}{R},4.0,Sorcery,,,['R'],['R'],
Dragon,,0.0,Token Creature — Dragon,4,4,[],[],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Enormous Baloth,{6}{G},7.0,Creature — Beast,7,7,['G'],['G'],
Vivien Reid,{3}{G}{G},5.0,Legendary Planeswalker — Vivien,,,['G'],['G'],
Unstable Obelisk,{3},3.0,Artifact,,,[],[],['C']
Charging Binox,{7}{G},8.0,Creature — Beast,7,5,['G'],['G'],
Samite Alchemist,{3}{W},4.0,Creature — Human Cleric,0,2,['W'],['W'],
Dimir Guildmage,{U/B}{U/B},2.0,Creature — Human Wizard,2,2,"['B', 'U']","['B', 'U']",
Kazuul's Toll Collector,{2}{R},3.0,Creature — Ogre Warrior,3,2,['R'],['R'],
Goblin Ringleader,{3}{R},4.0,Creature — Goblin,2,2,['R'],['R'],
Frogmite,{4},4.0,Artifact Creature — Frog,2,2,[],[],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Goblin Ski Patrol,{1}{R},2.0,Creature — Goblin,1,1,['R'],['R'],
Wandering Troubadour // Wandering Troubadour,,0.0,Card // Card,,,,[],
Watchwolf,{G}{W},2.0,Creature — Wolf,3,3,"['G', 'W']","['G', 'W']",
Mind Rake,{2}{B},3.0,Sorcery,,,['B'],['B'],
"Koma, Cosmos Serpent",{3}{G}{G}{U}{U},7.0,Legendary Creature — Serpent,6,6,"['G', 'U']","['G', 'U']",
Haunting Voyage,{4}{B}{B},6.0,Sorcery,,,['B'],['B'],
Savage Twister,{X}{R}{G},2.0,Sorcery,,,"['G', 'R']","['G', 'R']",
Highland Forest,,0.0,Snow Land — Mountain Forest,,,[],"['G', 'R']","['G', 'R']"
Hazardous Conditions,{2}{B}{G},4.0,Sorcery,,,"['B', 'G']","['B', 'G']",
Beacon of Destruction,{3}{R}{R},5.0,Instant,,,['R'],['R'],
"Nicol Bolas, Dragon-God",{U}{B}{B}{B}{R},5.0,Legendary Planeswalker — Bolas,,,"['B', 'R', 'U']","['B', 'R', 'U']",
"Ephara, God of the Polis",{2}{W}{U},4.0,Legendary Enchantment Creature — God,6,5,"['U', 'W']","['U', 'W']",
Sliver,,0.0,Token Creature — Sliver,1,1,[],[],
Reckless Air Strike,{R},1.0,Sorcery,,,['R'],['R'],
Lodestone Golem,{4},4.0,Artifact Creature — Golem,5,3,[],[],
"Elbrus, the Binding Blade // Withengar Unbound",,7.0,Legendary Artifact — Equipment // Legendary Creature — Demon,,,,['B'],
Vindicate,{1}{W}{B},3.0,Sorcery,,,"['B', 'W']","['B', 'W']",
Verdigris,{2}{G},3.0,Instant,,,['G'],['G'],
"Vrondiss, Rage of Ancients",{3}{R}{G},5.0,Legendary Creature — Dragon Barbarian,5,4,"['G', 'R']","['G', 'R']",
Firedrinker Satyr,{R},1.0,Creature — Satyr Shaman,2,1,['R'],['R'],
Durkwood Boars,{4}{G},5.0,Creature — Boar,4,4,['G'],['G'],
Mwonvuli Acid-Moss,{2}{G}{G},4.0,Sorcery,,,['G'],['G'],
Strength of Arms,{W},1.0,Instant,,,['W'],['W'],
Fathom Fleet Captain,{1}{B},2.0,Creature — Human Pirate,2,1,['B'],['B'],
